"src","doi","yr","pmcid"
"PMC","10.1093/nar/gkw1319",2017,"PMC5416852"
"PMC","10.1038/npjgenmed.2016.20",2016,"PMC5417364"
"PMC","10.7554/eLife.25902",2017,"PMC5417851"
"PMC","10.1111/acel.12577",2017,"PMC5418189"
"PMC","10.1038/ncomms15202",2017,"PMC5418595"
"PMC","10.1038/ncomms15115",2017,"PMC5418599"
"PMC","10.1039/c6sc03738k",2017,"PMC5418631"
"PMC","10.1186/s12864-017-3744-0",2017,"PMC5418689"
"PMC","10.1186/s40168-017-0270-x",2017,"PMC5418705"
"PMC","10.1093/hmg/ddw307",2016,"PMC5418736"
"PMC","10.1186/s12864-017-3737-z",2017,"PMC5418765"
"PMC","10.7717/peerj.3256",2017,"PMC5419211"
"PMC","10.7554/eLife.23858",2017,"PMC5419739"
"PMC","10.1186/s12859-017-1646-4",2017,"PMC5420152"
"PMC","10.2174/1568026617666161116143440",2017,"PMC5421137"
"PMC","10.1016/j.bbrep.2016.09.003",2016,"PMC5421568"
"PMC","10.1371/journal.pone.0177058",2017,"PMC5421758"
"PMC","10.1371/journal.pone.0177371",2017,"PMC5421779"
"PMC","10.1371/journal.pcbi.1005508",2017,"PMC5421820"
"PMC","10.7554/eLife.25232",2017,"PMC5422071"
"PMC","10.1016/j.cell.2017.04.016",2017,"PMC5422211"
"PMC","10.1186/s40793-017-0242-6",2017,"PMC5422911"
"PMC","10.1038/nmeth.4121",2017,"PMC5423094"
"PMC","10.1186/s12864-017-3766-7",2017,"PMC5423416"
"PMC","10.1093/bioinformatics/btx022",2017,"PMC5423452"
"PMC","10.1093/bioinformatics/btx011",2017,"PMC5423453"
"PMC","10.1093/bioinformatics/btx007",2017,"PMC5423454"
"PMC","10.1093/bioinformatics/btx021",2017,"PMC5423455"
"PMC","10.1371/journal.pcbi.1005356",2017,"PMC5423552"
"PMC","10.1371/journal.pone.0176562",2017,"PMC5423588"
"PMC","10.1371/journal.pone.0177066",2017,"PMC5423620"
"PMC","10.1371/journal.pone.0177220",2017,"PMC5423647"
"PMC","10.1371/journal.pntd.0005568",2017,"PMC5423694"
"PMC","10.3389/fncom.2017.00034",2017,"PMC5423970"
"PMC","10.1038/ncomms14743",2017,"PMC5424147"
"PMC","10.1038/ncomms15190",2017,"PMC5424154"
"PMC","10.1038/ncomms15399",2017,"PMC5424169"
"PMC","10.1128/mBio.00312-17",2017,"PMC5424202"
"PMC","10.3389/fimmu.2017.00537",2017,"PMC5424261"
"PMC","10.1186/s40462-017-0103-3",2017,"PMC5424322"
"PMC","10.5588/ijtld.16.0927",2017,"PMC5424669"
"PMC","10.1016/j.dib.2017.04.024",2017,"PMC5426034"
"PMC","10.7717/peerj.3298",2017,"PMC5426356"
"PMC","10.7717/peerj.3202",2017,"PMC5426561"
"PMC","10.1371/journal.pone.0176751",2017,"PMC5426617"
"PMC","10.1371/journal.pone.0177386",2017,"PMC5426670"
"PMC","10.7554/eLife.25827",2017,"PMC5426902"
"PMC","10.3389/fnbeh.2017.00088",2017,"PMC5427106"
"PMC","10.1534/g3.117.040550",2017,"PMC5427505"
"PMC","10.1186/s12866-017-1013-7",2017,"PMC5427535"
"PMC","10.1186/s12915-017-0379-1",2017,"PMC5427549"
"PMC","10.1186/s12864-017-3742-2",2017,"PMC5427609"
"PMC","10.1038/s41598-017-00191-y",2017,"PMC5427855"
"PMC","10.1038/s41598-017-00132-9",2017,"PMC5427940"
"PMC","10.1038/s41598-017-00256-y",2017,"PMC5428000"
"PMC","10.1038/s41598-017-00071-5",2017,"PMC5428336"
"PMC","10.1038/s41598-017-00061-7",2017,"PMC5428366"
"PMC","10.1038/s41598-017-00481-5",2017,"PMC5428407"
"PMC","10.1038/s41598-017-00567-0",2017,"PMC5428652"
"PMC","10.1038/s41598-017-00509-w",2017,"PMC5428691"
"PMC","10.1038/s41598-017-00695-7",2017,"PMC5428787"
"PMC","10.1371/journal.pone.0177735",2017,"PMC5428975"
"PMC","10.1093/bib/bbw024",2016,"PMC5428997"
"PMC","10.1016/j.gdata.2017.05.003",2017,"PMC5429222"
"PMC","10.1016/j.gdata.2017.04.003",2017,"PMC5429224"
"PMC","10.1016/j.nicl.2017.04.026",2017,"PMC5429235"
"PMC","10.1007/s10822-017-0020-y",2017,"PMC5429364"
"PMC","10.3758/s13428-016-0741-1",2017,"PMC5429385"
"PMC","10.1186/s13059-017-1232-0",2017,"PMC5429532"
"PMC","10.1038/s41598-017-00762-z",2017,"PMC5429609"
"PMC","10.1038/s41598-017-00729-0",2017,"PMC5429657"
"PMC","10.1038/s41598-017-00756-x",2017,"PMC5429669"
"PMC","10.1038/s41598-017-00858-6",2017,"PMC5429685"
"PMC","10.1038/s41598-017-01058-y",2017,"PMC5430538"
"PMC","10.1186/s12864-017-3721-7",2017,"PMC5430618"
"PMC","10.1038/s41598-017-01126-3",2017,"PMC5430712"
"PMC","10.1038/s41598-017-00823-3",2017,"PMC5430783"
"PMC","10.1038/s41598-017-00786-5",2017,"PMC5430900"
"PMC","10.1038/s41598-017-00896-0",2017,"PMC5430908"
"PMC","10.1038/s41598-017-01536-3",2017,"PMC5431047"
"PMC","10.1038/s41598-017-01543-4",2017,"PMC5431168"
"PMC","10.1038/s41598-017-00808-2",2017,"PMC5431427"
"PMC","10.1038/s41598-017-01820-2",2017,"PMC5431628"
"PMC","10.1038/s41467-016-0015-8",2017,"PMC5431895"
"PMC","10.1038/s41598-017-01961-4",2017,"PMC5431904"
"PMC","10.1371/journal.pone.0177574",2017,"PMC5432181"
"PMC","10.1371/journal.pgen.1006755",2017,"PMC5432194"
"PMC","10.18632/oncotarget.15457",2017,"PMC5432256"
"PMC","10.18632/oncotarget.15719",2017,"PMC5432280"
"PMC","10.1038/s41598-017-01911-0",2017,"PMC5432503"
"PMC","10.3389/fnins.2017.00264",2017,"PMC5432580"
"PMC","10.3389/fninf.2017.00030",2017,"PMC5432669"
"PMC","10.1186/s40529-016-0139-5",2016,"PMC5432920"
"PMC","10.1128/mBio.00489-17",2017,"PMC5433097"
"PMC","10.1186/s13072-017-0131-7",2017,"PMC5433140"
"PMC","10.1186/s13045-017-0465-4",2017,"PMC5433149"
"PMC","10.1186/s12915-017-0377-3",2017,"PMC5433172"
"PMC","10.1002/ece3.2935",2017,"PMC5433978"
"PMC","10.1038/s41598-017-01982-z",2017,"PMC5434060"
"PMC","10.3389/fpsyg.2017.00780",2017,"PMC5434152"
"PMC","10.1002/brb3.678",2017,"PMC5434184"
"PMC","10.1093/molbev/msx055",2017,"PMC5435079"
"PMC","10.1093/molbev/msx103",2017,"PMC5435082"
"PMC","10.1093/molbev/msx090",2017,"PMC5435087"
"PMC","10.1093/molbev/msx095",2017,"PMC5435099"
"PMC","10.1371/journal.pone.0176585",2017,"PMC5435169"
"PMC","10.1371/journal.pone.0177701",2017,"PMC5435248"
"PMC","10.7554/eLife.24394",2017,"PMC5435463"
"PMC","10.1038/s41598-017-02191-4",2017,"PMC5435697"
"PMC","10.1093/nar/gkx010",2017,"PMC5435966"
"PMC","10.1093/nar/gkx078",2017,"PMC5435975"
"PMC","10.1093/nar/gkx267",2017,"PMC5435985"
"PMC","10.1093/nar/gkx085",2017,"PMC5435991"
"PMC","10.1038/bcj.2017.32",2017,"PMC5436075"
"PMC","10.1371/journal.pone.0176632",2017,"PMC5436206"
"PMC","10.7150/jgen.19504",2017,"PMC5436464"
"PMC","10.1371/journal.pcbi.1005495",2017,"PMC5436636"
"PMC","10.1371/journal.pcbi.1005517",2017,"PMC5436637"
"PMC","10.1371/journal.pone.0176522",2017,"PMC5436647"
"PMC","10.1371/journal.pone.0177359",2017,"PMC5436686"
"PMC","10.1038/nmicrobiol.2017.45",2017,"PMC5436926"
"PMC","10.1038/s41598-017-02213-1",2017,"PMC5437025"
"PMC","10.1038/s41598-017-02364-1",2017,"PMC5437033"
"PMC","10.1038/s41598-017-02125-0",2017,"PMC5437101"
"PMC","10.1038/ncomms15320",2017,"PMC5437285"
"PMC","10.1038/ismej.2017.14",2017,"PMC5437349"
"PMC","10.1186/s12864-017-3769-4",2017,"PMC5437397"
"PMC","10.1186/s12859-017-1673-1",2017,"PMC5437514"
"PMC","10.7717/peerj.3324",2017,"PMC5437866"
"PMC","10.1038/ismej.2016.197",2017,"PMC5437931"
"PMC","10.1093/gigascience/giw006",2017,"PMC5437941"
"PMC","10.12688/f1000research.11281.1",2017,"PMC5437953"
"PMC","10.1038/tp.2017.3",2017,"PMC5438033"
"PMC","10.1038/nchembio.2360",2017,"PMC5438060"
"PMC","10.1371/journal.pone.0178008",2017,"PMC5438186"
"PMC","10.1371/journal.pcbi.1005525",2017,"PMC5438192"
"PMC","10.1126/sciadv.1601910",2017,"PMC5438214"
"PMC","10.7554/eLife.22630",2017,"PMC5438247"
"PMC","10.7554/eLife.23971",2017,"PMC5438251"
"PMC","10.1038/s41598-017-02062-y",2017,"PMC5438403"
"PMC","10.1038/s41598-017-01655-x",2017,"PMC5438413"
"PMC","10.2196/publichealth.7313",2017,"PMC5438444"
"PMC","10.7717/peerj.3303",2017,"PMC5438583"
"PMC","10.18632/oncotarget.15718",2017,"PMC5438613"
"PMC","10.18632/oncotarget.15807",2017,"PMC5438694"
"PMC","10.1093/gigascience/gix014",2017,"PMC5439488"
"PMC","10.1371/journal.pone.0178040",2017,"PMC5439729"
"PMC","10.1371/journal.pone.0178169",2017,"PMC5439955"
"PMC","10.7554/eLife.24838",2017,"PMC5440167"
"PMC","10.7554/eLife.23496",2017,"PMC5440168"
"PMC","10.7554/eLife.21778",2017,"PMC5440169"
"PMC","10.1016/j.neuroimage.2017.03.010",2017,"PMC5440179"
"PMC","10.3389/fgene.2017.00063",2017,"PMC5440464"
"PMC","10.3389/fnmol.2017.00142",2017,"PMC5440507"
"PMC","10.3389/fpsyg.2017.00696",2017,"PMC5440596"
"PMC","10.1038/ncomms15371",2017,"PMC5440694"
"PMC","10.1038/ncomms15311",2017,"PMC5440850"
"PMC","10.1038/ncomms15329",2017,"PMC5440854"
"PMC","10.1016/j.bonr.2016.08.005",2016,"PMC5440953"
"PMC","10.1186/s13229-017-0137-9",2017,"PMC5441062"
"PMC","10.1590/S1678-9946201759009",2017,"PMC5441160"
"PMC","10.1038/sdata.2017.73",2017,"PMC5441290"
"PMC","10.1038/s41537-017-0010-z",2017,"PMC5441529"
"PMC","10.1038/s41537-017-0022-8",2017,"PMC5441570"
"PMC","10.7554/eLife.24669",2017,"PMC5441876"
"PMC","10.1128/JCM.00191-17",2017,"PMC5442540"
"PMC","10.1186/s12864-017-3792-5",2017,"PMC5442658"
"PMC","10.1186/s12864-017-3671-0",2017,"PMC5442678"
"PMC","10.1186/s12859-017-1647-3",2017,"PMC5442705"
"PMC","10.5966/sctm.2015-0401",2017,"PMC5442744"
"PMC","10.1186/s13073-017-0434-0",2017,"PMC5442873"
"PMC","10.1210/jc.2016-3414",2017,"PMC5443329"
"PMC","10.1371/journal.pone.0177406",2017,"PMC5443489"
"PMC","10.1371/journal.pcbi.1005527",2017,"PMC5443549"
"PMC","10.1371/journal.pone.0178087",2017,"PMC5443560"
"PMC","10.1371/journal.pgen.1006773",2017,"PMC5443578"
"PMC","10.1126/sciadv.1602404",2017,"PMC5443641"
"PMC","10.7554/eLife.20731",2017,"PMC5443663"
"PMC","10.1136/bmjgh-2016-000212",2017,"PMC5444085"
"PMC","10.7717/peerj.3364",2017,"PMC5444369"
"PMC","10.1371/journal.pone.0178483",2017,"PMC5444824"
"PMC","10.1371/journal.pcbi.1005479",2017,"PMC5444866"
"PMC","10.1038/s41598-017-02455-z",2017,"PMC5445094"
"PMC","10.1038/s41598-017-02281-3",2017,"PMC5445101"
"PMC","10.1007/s40520-016-0604-8",2017,"PMC5445187"
"PMC","10.1186/s12862-017-0967-2",2017,"PMC5445344"
"PMC","10.1186/s12862-017-0965-4",2017,"PMC5445350"
"PMC","10.1186/s12864-017-3780-9",2017,"PMC5445377"
"PMC","10.1186/s12859-017-1700-2",2017,"PMC5445391"
"PMC","10.1186/s12859-017-1676-y",2017,"PMC5445469"
"PMC","10.1038/s41540-017-0005-4",2017,"PMC5445610"
"PMC","10.1038/s41540-017-0009-0",2017,"PMC5445628"
"PMC","10.7554/eLife.25157",2017,"PMC5446240"
"PMC","10.1038/ng.3846",2017,"PMC5446306"
"PMC","10.1523/ENEURO.0061-17.2017",2017,"PMC5446487"
"PMC","10.1186/s12864-017-3807-2",2017,"PMC5446695"
"PMC","10.1186/s12864-017-3787-2",2017,"PMC5446745"
"PMC","10.7717/peerj.3270",2017,"PMC5446774"
"PMC","10.1093/bioinformatics/btx052",2017,"PMC5447232"
"PMC","10.1093/bioinformatics/btx023",2017,"PMC5447234"
"PMC","10.1093/bioinformatics/btx048",2017,"PMC5447235"
"PMC","10.1093/bioinformatics/btx037",2017,"PMC5447236"
"PMC","10.1093/bioinformatics/btx025",2017,"PMC5447239"
"PMC","10.1093/bioinformatics/btx034",2017,"PMC5447240"
"PMC","10.1093/gbe/evx050",2017,"PMC5447328"
"PMC","10.1007/s11306-017-1214-y",2017,"PMC5447331"
"PMC","10.1007/s11548-017-1558-9",2017,"PMC5447333"
"PMC","10.1007/s11548-017-1551-3",2017,"PMC5447334"
"PMC","10.3389/fpsyg.2017.00897",2017,"PMC5448235"
"PMC","10.1371/journal.pone.0178410",2017,"PMC5448783"
"PMC","10.1371/journal.pcbi.1005541",2017,"PMC5448810"
"PMC","10.1371/journal.pcbi.1005537",2017,"PMC5448815"
"PMC","10.1371/journal.pcbi.1005539",2017,"PMC5448816"
"PMC","10.1091/mbc.E16-01-0037",2017,"PMC5449139"
"PMC","10.1091/mbc.E16-10-0691",2017,"PMC5449150"
"PMC","10.1371/journal.pone.0178165",2017,"PMC5449172"
"PMC","10.1093/nar/gkx034",2017,"PMC5449548"
"PMC","10.1093/nar/gkx093",2017,"PMC5449614"
"PMC","10.1093/nar/gkx167",2017,"PMC5449638"
"PMC","10.1093/gigascience/gix026",2017,"PMC5449643"
"PMC","10.1002/ijc.30726",2017,"PMC5450131"
"PMC","10.1186/s12859-017-1690-0",2017,"PMC5450146"
"PMC","10.1155/2017/9519321",2017,"PMC5450172"
"PMC","10.1186/s12931-017-0592-z",2017,"PMC5450183"
"PMC","10.1186/s12864-017-3765-8",2017,"PMC5450186"
"PMC","10.1186/s12859-017-1692-y",2017,"PMC5450239"
"PMC","10.1371/journal.pone.0178199",2017,"PMC5451039"
"PMC","10.1371/journal.pone.0178385",2017,"PMC5451069"
"PMC","10.1172/JCI91363",2017,"PMC5451246"
"PMC","10.1109/TBME.2016.2560762",2017,"PMC5451320"
"PMC","10.1038/s41598-017-02315-w",2017,"PMC5451398"
"PMC","10.1038/s41598-017-02462-0",2017,"PMC5451439"
"PMC","10.1523/JNEUROSCI.3697-16.2017",2017,"PMC5452340"
"PMC","10.1186/s12859-017-1708-7",2017,"PMC5452382"
"PMC","10.1186/s12864-017-3794-3",2017,"PMC5452409"
"PMC","10.1186/s12859-017-1705-x",2017,"PMC5452530"
"PMC","10.1128/AEM.00515-17",2017,"PMC5452816"
"PMC","10.7717/peerj.3406",2017,"PMC5452969"
"PMC","10.1371/journal.pcbi.1005419",2017,"PMC5453403"
"PMC","10.1371/journal.pcbi.1005511",2017,"PMC5453425"
"PMC","10.1371/journal.pone.0178161",2017,"PMC5453486"
"PMC","10.1371/journal.pntd.0005616",2017,"PMC5453600"
"PMC","10.7554/eLife.25648",2017,"PMC5453696"
"PMC","10.1038/s41598-017-02566-7",2017,"PMC5453997"
"PMC","10.1038/s41598-017-02855-1",2017,"PMC5454002"
"PMC","10.3389/fmicb.2017.00996",2017,"PMC5454079"
"PMC","10.1128/genomeA.00394-17",2017,"PMC5454192"
"PMC","10.1128/genomeA.00467-17",2017,"PMC5454214"
"PMC","10.3390/v9050120",2017,"PMC5454432"
"PMC","10.1038/ncomms15410",2017,"PMC5454534"
"PMC","10.1167/17.5.18",2017,"PMC5455068"
"PMC","10.1186/s12859-017-1686-9",2017,"PMC5455086"
"PMC","10.1186/s12864-017-3820-5",2017,"PMC5455115"
"PMC","10.1186/s12885-017-3382-6",2017,"PMC5455120"
"PMC","10.1093/molbev/msx113",2017,"PMC5455963"
"PMC","10.1093/molbev/msx096",2017,"PMC5455965"
"PMC","10.1371/journal.pcbi.1005542",2017,"PMC5456035"
"PMC","10.1038/s41598-017-02727-8",2017,"PMC5457411"
"PMC","10.1038/s41598-017-02953-0",2017,"PMC5457417"
"PMC","10.1038/ncomms15275",2017,"PMC5458060"
"PMC","10.1038/ncomms15588",2017,"PMC5458083"
"PMC","10.1038/ncomms15483",2017,"PMC5458099"
"PMC","10.1038/ncomms15334",2017,"PMC5458126"
"PMC","10.1155/2017/5271091",2017,"PMC5458436"
"PMC","10.1002/mbo3.446",2017,"PMC5458468"
"PMC","10.1186/s12940-017-0264-y",2017,"PMC5458481"
"PMC","10.1107/S2059798317007859",2017,"PMC5458488"
"PMC","10.1038/ncomms15585",2017,"PMC5458501"
"PMC","10.1371/journal.pone.0178951",2017,"PMC5459492"
"PMC","10.1371/journal.pntd.0005559",2017,"PMC5459504"
"PMC","10.1038/ng.3800",2017,"PMC5459553"
"PMC","10.1016/j.dib.2017.05.014",2017,"PMC5459569"
"PMC","10.1016/j.stem.2017.02.014",2017,"PMC5459756"
"PMC","10.1038/s41598-017-03139-4",2017,"PMC5459821"
"PMC","10.3389/fmicb.2017.00943",2017,"PMC5459899"
"PMC","10.1093/gigascience/gix029",2017,"PMC5459929"
"PMC","10.1016/j.ebcr.2016.10.001",2016,"PMC5459951"
"PMC","10.1038/ncomms15694",2017,"PMC5459999"
"PMC","10.1038/ncomms15657",2017,"PMC5460026"
"PMC","10.1093/scan/nsx004",2017,"PMC5460048"
"PMC","10.1038/s41598-017-01498-6",2017,"PMC5460117"
"PMC","10.1038/s41598-017-03141-w",2017,"PMC5460199"
"PMC","10.1038/s41598-017-02853-3",2017,"PMC5460224"
"PMC","10.1038/s41523-017-0023-9",2017,"PMC5460282"
"PMC","10.1093/mnras/stx764",2017,"PMC5460670"
"PMC","10.1016/j.gdata.2017.05.008",2017,"PMC5460744"
"PMC","10.1371/journal.pgen.1006795",2017,"PMC5460883"
"PMC","10.1371/journal.pcbi.1005528",2017,"PMC5460884"
"PMC","10.1371/journal.pgen.1006808",2017,"PMC5460900"
"PMC","10.1371/journal.pone.0178348",2017,"PMC5460917"
"PMC","10.1083/jcb.201609095",2017,"PMC5461017"
"PMC","10.7554/eLife.25413",2017,"PMC5461109"
"PMC","10.3389/fpls.2017.00789",2017,"PMC5461258"
"PMC","10.3389/fnhum.2017.00295",2017,"PMC5461341"
"PMC","10.1186/s12864-017-3734-2",2017,"PMC5461527"
"PMC","10.1038/ncomms15599",2017,"PMC5461595"
"PMC","10.1186/s12943-017-0666-z",2017,"PMC5461634"
"PMC","10.1186/s40168-017-0276-4",2017,"PMC5461708"
"PMC","10.1186/s12859-017-1704-y",2017,"PMC5461778"
"PMC","10.1167/17.6.1",2017,"PMC5461867"
"PMC","10.1016/j.medengphy.2017.04.003",2017,"PMC5461890"
"PMC","10.5210/ojphi.v9i1.7633",2017,"PMC5462211"
"PMC","10.1371/journal.pone.0179057",2017,"PMC5462416"
"PMC","10.1371/journal.pcbi.1005538",2017,"PMC5462476"
"PMC","10.7554/eLife.26464",2017,"PMC5462534"
"PMC","10.1038/s41598-017-03095-z",2017,"PMC5462767"
"PMC","10.1038/s41522-017-0020-7",2017,"PMC5462795"
"PMC","10.1038/hgv.2017.19",2017,"PMC5462939"
"PMC","10.3389/fmicb.2017.01038",2017,"PMC5462978"
"PMC","10.3389/fpls.2017.00971",2017,"PMC5463050"
"PMC","10.1186/s13059-017-1201-7",2017,"PMC5463336"
"PMC","10.1186/s13073-017-0443-z",2017,"PMC5463361"
"PMC","10.1186/s12864-017-3826-z",2017,"PMC5463376"
"PMC","10.7717/peerj.3421",2017,"PMC5463988"
"PMC","10.1371/journal.pbio.2002477",2017,"PMC5464523"
"PMC","10.1371/journal.pone.0179026",2017,"PMC5464623"
"PMC","10.1371/journal.pgen.1006766",2017,"PMC5464677"
"PMC","10.7554/eLife.21415",2017,"PMC5464774"
"PMC","10.1038/s41598-017-03342-3",2017,"PMC5465218"
"PMC","10.1186/s40169-017-0150-9",2017,"PMC5465230"
"PMC","10.1038/ncomms15461",2017,"PMC5465316"
"PMC","10.1038/ncomms15643",2017,"PMC5465349"
"PMC","10.1038/ncomms15644",2017,"PMC5465350"
"PMC","10.1371/journal.pone.0174035",2017,"PMC5465941"
"PMC","10.1371/journal.pcbi.1005420",2017,"PMC5466358"
"PMC","10.7554/eLife.20937",2017,"PMC5466424"
"PMC","10.1093/gigascience/giw017",2017,"PMC5466709"
"PMC","10.1093/gigascience/giw018",2017,"PMC5466710"
"PMC","10.1093/gigascience/gix006",2017,"PMC5467019"
"PMC","10.1093/gigascience/gix007",2017,"PMC5467020"
"PMC","10.1093/gigascience/gix009",2017,"PMC5467032"
"PMC","10.1093/gigascience/gix017",2017,"PMC5467046"
"PMC","10.1038/ncomms15695",2017,"PMC5467163"
"PMC","10.1186/s12864-017-3770-y",2017,"PMC5467262"
"PMC","10.1155/2017/6375059",2017,"PMC5467383"
"PMC","10.1093/database/bax021",2017,"PMC5467556"
"PMC","10.1093/database/bax024",2017,"PMC5467558"
"PMC","10.1093/database/bax034",2017,"PMC5467560"
"PMC","10.1093/database/bax009",2017,"PMC5467566"
"PMC","10.1093/database/bax010",2017,"PMC5467569"
"PMC","10.1093/database/bax019",2017,"PMC5467573"
"PMC","10.1093/database/bax026",2017,"PMC5467574"
"PMC","10.1093/database/bax001",2017,"PMC5467577"
"PMC","10.1371/journal.pbio.2001855",2017,"PMC5467800"
"PMC","10.1371/journal.pone.0179404",2017,"PMC5467878"
"PMC","10.1038/s41598-017-03508-z",2017,"PMC5468335"
"PMC","10.1038/s41598-017-03554-7",2017,"PMC5468353"
"PMC","10.1038/s41598-017-03405-5",2017,"PMC5468356"
"PMC","10.1038/s41598-017-03623-x",2017,"PMC5468368"
"PMC","10.3389/fmicb.2017.01094",2017,"PMC5468432"
"PMC","10.3389/fphys.2017.00416",2017,"PMC5468443"
"PMC","10.1186/s12872-017-0580-8",2017,"PMC5469017"
"PMC","10.1186/s12913-017-2327-8",2017,"PMC5469019"
"PMC","10.1186/s12985-017-0778-5",2017,"PMC5469043"
"PMC","10.1186/s13068-017-0837-6",2017,"PMC5469131"
"PMC","10.1111/eva.12476",2017,"PMC5469181"
"PMC","10.1091/mbc.E17-02-0128",2017,"PMC5469611"
"PMC","10.1038/s41598-017-03196-9",2017,"PMC5469793"
"PMC","10.1186/s12859-017-1714-9",2017,"PMC5470212"
"PMC","10.1016/j.stemcr.2017.05.012",2017,"PMC5470233"
"PMC","10.1080/21655979.2017.1313645",2017,"PMC5470537"
"PMC","10.1093/gbe/evx090",2017,"PMC5470650"
"PMC","10.1371/journal.pone.0179581",2017,"PMC5470718"
"PMC","10.1371/journal.pone.0179545",2017,"PMC5470732"
"PMC","10.7554/eLife.24770",2017,"PMC5470871"
"PMC","10.7554/eLife.23244",2017,"PMC5470874"
"PMC","10.18632/oncotarget.15939",2017,"PMC5470964"
"PMC","10.18632/oncotarget.16758",2017,"PMC5471016"
"PMC","10.1038/s41598-017-03732-7",2017,"PMC5471215"
"PMC","10.1186/s12859-017-1636-6",2017,"PMC5471961"
"PMC","10.1371/journal.pone.0179055",2017,"PMC5472289"
"PMC","10.1038/s41598-017-03937-w",2017,"PMC5472570"
"PMC","10.1038/s41598-017-03837-z",2017,"PMC5472622"
"PMC","10.1038/s41598-017-03706-9",2017,"PMC5472629"
"PMC","10.1038/ncomms15739",2017,"PMC5472723"
"PMC","10.1038/ncomms15671",2017,"PMC5472747"
"PMC","10.1038/ncomms15770",2017,"PMC5472759"
"PMC","10.3389/fpsyg.2017.00981",2017,"PMC5472845"
"PMC","10.1186/s12931-017-0605-y",2017,"PMC5472872"
"PMC","10.1128/genomeA.00538-17",2017,"PMC5473276"
"PMC","10.1128/genomeA.00541-17",2017,"PMC5473278"
"PMC","10.7554/eLife.25624",2017,"PMC5473688"
"PMC","10.1534/g3.117.041418",2017,"PMC5473745"
"PMC","10.1534/g3.117.042127",2017,"PMC5473750"
"PMC","10.1534/g3.117.041608",2017,"PMC5473768"
"PMC","10.1038/s41598-017-03987-0",2017,"PMC5473914"
"PMC","10.1186/s12859-017-1713-x",2017,"PMC5474060"
"PMC","10.3389/fphar.2017.00378",2017,"PMC5474480"
"PMC","10.1016/j.fgb.2016.04.005",2017,"PMC5476202"
"PMC","10.1038/s41559-017-0146",2017,"PMC5476217"
"PMC","10.1371/journal.pone.0179143",2017,"PMC5476249"
"PMC","10.7554/eLife.23623",2017,"PMC5476426"
"PMC","10.1038/s41467-017-00039-z",2017,"PMC5476636"
"PMC","10.3389/fncir.2017.00042",2017,"PMC5476701"
"PMC","10.1038/ncomms12946",2016,"PMC5476789"
"PMC","10.1186/s12918-017-0440-2",2017,"PMC5477119"
"PMC","10.1186/s12864-017-3858-4",2017,"PMC5477121"
"PMC","10.1186/s12864-017-3848-6",2017,"PMC5477169"
"PMC","10.1186/s12870-017-1053-z",2017,"PMC5477172"
"PMC","10.1128/genomeA.00232-17",2017,"PMC5477184"
"PMC","10.1186/s13059-017-1250-y",2017,"PMC5477265"
"PMC","10.1186/s12876-017-0636-3",2017,"PMC5477288"
"PMC","10.1186/s13073-017-0447-8",2017,"PMC5477353"
"PMC","10.1038/ejhg.2017.44",2017,"PMC5477371"
"PMC","10.1038/ncomms13160",2016,"PMC5477486"
"PMC","10.1038/ncomms15290",2017,"PMC5477513"
"PMC","10.1007/s11222-016-9667-9",2017,"PMC5477715"
"PMC","10.1186/s12966-017-0534-7",2017,"PMC5477753"
"PMC","10.1186/s13073-017-0449-6",2017,"PMC5477758"
"PMC","10.1021/acschembio.7b00052",2018,"PMC5477779"
"PMC","10.1002/ece3.2843",2017,"PMC5478054"
"PMC","10.1002/ece3.2960",2017,"PMC5478067"
"PMC","10.1371/journal.pcbi.1005556",2017,"PMC5478145"
"PMC","10.1371/journal.pone.0179531",2017,"PMC5478155"
"PMC","10.1371/journal.pone.0179578",2017,"PMC5478156"
"PMC","10.1177/1177932217712241",2017,"PMC5478290"
"PMC","10.1038/s41598-017-04134-5",2017,"PMC5478629"
"PMC","10.1038/s41598-017-04341-0",2017,"PMC5478674"
"PMC","10.3389/fmicb.2017.01156",2017,"PMC5478724"
"PMC","10.3389/fpls.2017.01093",2017,"PMC5479058"
"PMC","10.1007/s10439-016-1721-4",2017,"PMC5479360"
"PMC","10.1038/sdata.2017.69",2017,"PMC5479644"
"PMC","10.3389/fncom.2017.00054",2017,"PMC5479899"
"PMC","10.1016/j.cell.2017.05.033",2017,"PMC5480393"
"PMC","10.1016/j.cell.2017.05.031",2017,"PMC5480394"
"PMC","10.1371/journal.pone.0178345",2017,"PMC5480835"
"PMC","10.1371/journal.pone.0179236",2017,"PMC5480864"
"PMC","10.1371/journal.pone.0178952",2017,"PMC5480865"
"PMC","10.1371/journal.pone.0179567",2017,"PMC5480886"
"PMC","10.1371/journal.pone.0179997",2017,"PMC5481030"
"PMC","10.1371/journal.pgen.1006807",2017,"PMC5481141"
"PMC","10.3389/fmicb.2017.01134",2017,"PMC5481317"
"PMC","10.1038/s41598-017-04205-7",2017,"PMC5481326"
"PMC","10.1111/1751-7915.12556",2017,"PMC5481541"
"PMC","10.1038/ncomms15852",2017,"PMC5481758"
"PMC","10.1038/ncomms15873",2017,"PMC5481832"
"PMC","10.1038/ncomms15851",2017,"PMC5481838"
"PMC","10.1186/s40478-017-0450-8",2017,"PMC5481922"
"PMC","10.1186/s12864-017-3868-2",2017,"PMC5481933"
